Zip Code multiple,Property,Int ID,Zip Code
IMMO Investment Technologies España S.L (SPN),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
IMMO Digital Solutions India Private Limited (INR),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
IMMO Service Elimination entity,ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
IMMO Property Owning Structure (Consolidation entity),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Carilux Investment S.à r.l (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Moonstone Holdings S.à r.l (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Matis Investment S.à r.l (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
"IMMO Central Portfolio Spain, S.L. (SPN)",ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
"IMMO IT Spain Portfolio, S.L. (SPN)",ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
IMMO IT SPAIN ELIMINATION,ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
IMMO German Service GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
IMMO German Property GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
IMMO German Service II GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
IMMO German Property II GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
IMMO Central Portfolio UK Limited (UK),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Matis Investment Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Matis Elimination(Moonstone),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Moonstone Elimination(carilux),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
IMMO Investment Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
IMMO Managed Companies (Consolidation entity),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
RainMaker Investments GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
RI Nord GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
RI Living GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Rainmaker Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Chandos Holdings UG ( IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Arcangel Assets GmbH (IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Ruscha Residential GmbH (EUR) (IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Chandos Elimination (IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Nuveen HoldCo (Consolidation),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
TIAA General Account Housing German Property GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
TIAA General Account Housing German Service GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Nuveen Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Exporo Bestand 46 GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Consolidation Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
productivity subsidiary,ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Test Entity,ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
IMMO Fund (consolidation entity),ACCOUNTS RECEIVABLE : Accounts Receivable,2331,
Arcangel Assets GmbH (IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable From Rental Of Properties,2332,
Ruscha Residential GmbH (EUR) (IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable From Rental Of Properties,2332,
Chandos Elimination (IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable From Rental Of Properties,2332,
"IMMO IT Spain Portfolio, S.L. (SPN)",ACCOUNTS RECEIVABLE : Accounts Receivable From Rental Of Properties,2332,
IMMO German Service GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable From Rental Of Properties,2332,
IMMO German Property GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable From Rental Of Properties,2332,
IMMO Central Portfolio UK Limited (UK),ACCOUNTS RECEIVABLE : Accounts Receivable From Rental Of Properties,2332,
RI Living GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable From Rental Of Properties,2332,
Chandos Holdings UG ( IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable From Rental Of Properties,2332,
IMMO German Service II GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable From Rental Of Properties,2332,
IMMO German Property II GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable From Rental Of Properties,2332,
TIAA General Account Housing German Service GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable From Rental Of Properties,2332,
Exporo Bestand 46 GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable From Rental Of Properties,2332,
TIAA General Account Housing German Property GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable From Rental Of Properties,2332,
IMMO Property Owning Structure (Consolidation entity),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO Consolidation Entity (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
"IMMO Central Portfolio Spain, S.L. (SPN)",ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
"IMMO IT Spain Portfolio, S.L. (SPN)",ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO IT SPAIN ELIMINATION,ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO German Service GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO German Property GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO German Service II GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO German Property II GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO Central Portfolio UK Limited (UK),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Matis Investment Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Matis Elimination(Moonstone),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Moonstone Elimination(carilux),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO Investment Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO Managed Companies (Consolidation entity),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
RainMaker Investments GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
RI Nord GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
RI Living GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Rainmaker Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Chandos Holdings UG ( IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Arcangel Assets GmbH (IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Ruscha Residential GmbH (EUR) (IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Chandos Elimination (IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Nuveen HoldCo (Consolidation),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
TIAA General Account Housing German Property GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
TIAA General Account Housing German Service GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Nuveen Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Exporo Bestand 46 GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Consolidation Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
productivity subsidiary,ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Test Entity,ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO Investment Technologies S.à r.l. (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO Fund (consolidation entity),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO Capital Fund GP S.à r.l (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Capital fund Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO Services Companies (Consolidation entity),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO Investment Technologies UK Limited (UK),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
INSTA IMMO GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Chandos Holdings UG,ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Arcangel Assets GmbH,ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Ruscha Residential GmbH,ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Chandos Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO Investment Technologies España S.L (SPN),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO Digital Solutions India Private Limited (INR),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
IMMO Service Elimination entity,ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Moonstone Holdings S.à r.l (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Matis Investment S.à r.l (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
Carilux Investment S.à r.l (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable Due From Related Parties,2333,
RainMaker Investments GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Rainmaker Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Chandos Holdings UG ( IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Arcangel Assets GmbH (IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Ruscha Residential GmbH (EUR) (IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Chandos Elimination (IMMO managed),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Nuveen HoldCo (Consolidation),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
TIAA General Account Housing German Property GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
TIAA General Account Housing German Service GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Nuveen Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Exporo Bestand 46 GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Consolidation Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
productivity subsidiary,ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Test Entity,ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Managed Companies (Consolidation entity),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Investment Technologies S.à r.l. (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Fund (consolidation entity),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Capital Fund GP S.à r.l (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Capital fund Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Services Companies (Consolidation entity),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Investment Technologies UK Limited (UK),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
INSTA IMMO GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Chandos Holdings UG,ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Arcangel Assets GmbH,ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Ruscha Residential GmbH,ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Chandos Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Investment Technologies España S.L (SPN),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Digital Solutions India Private Limited (INR),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Service Elimination entity,ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Property Owning Structure (Consolidation entity),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Carilux Investment S.à r.l (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Moonstone Holdings S.à r.l (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Matis Investment S.à r.l (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
"IMMO Central Portfolio Spain, S.L. (SPN)",ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
"IMMO IT Spain Portfolio, S.L. (SPN)",ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO IT SPAIN ELIMINATION,ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO German Service GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO German Property GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO German Service II GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO German Property II GmbH (GER),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Central Portfolio UK Limited (UK),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Matis Investment Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Matis Elimination(Moonstone),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
Moonstone Elimination(carilux),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Investment Elimination,ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
RI Nord GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
RI Living GmbH (EUR),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Consolidation Entity (LUX),ACCOUNTS RECEIVABLE : Accounts Receivable - Unfinished services,2334,
IMMO Investment Technologies S.à r.l. (LUX),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO Consolidation Entity (LUX),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO Capital Fund GP S.à r.l (LUX),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Capital fund Elimination,ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO Services Companies (Consolidation entity),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO Investment Technologies UK Limited (UK),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
INSTA IMMO GmbH (GER),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Chandos Holdings UG,ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Arcangel Assets GmbH,ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Ruscha Residential GmbH,ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Chandos Elimination,ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO Investment Technologies España S.L (SPN),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO Digital Solutions India Private Limited (INR),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO Service Elimination entity,ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO Property Owning Structure (Consolidation entity),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Carilux Investment S.à r.l (LUX),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Moonstone Holdings S.à r.l (LUX),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Matis Investment S.à r.l (LUX),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
"IMMO Central Portfolio Spain, S.L. (SPN)",ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
"IMMO IT Spain Portfolio, S.L. (SPN)",ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO IT SPAIN ELIMINATION,ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO German Service GmbH (GER),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO German Property GmbH (GER),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO German Service II GmbH (GER),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO German Property II GmbH (GER),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO Central Portfolio UK Limited (UK),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Matis Investment Elimination,ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Matis Elimination(Moonstone),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Moonstone Elimination(carilux),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO Investment Elimination,ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO Managed Companies (Consolidation entity),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
RainMaker Investments GmbH (EUR),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
RI Nord GmbH (EUR),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
RI Living GmbH (EUR),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Rainmaker Elimination,ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Chandos Holdings UG ( IMMO managed),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Arcangel Assets GmbH (IMMO managed),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Ruscha Residential GmbH (EUR) (IMMO managed),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Chandos Elimination (IMMO managed),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Nuveen HoldCo (Consolidation),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
TIAA General Account Housing German Property GmbH (EUR),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
TIAA General Account Housing German Service GmbH (EUR),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Nuveen Elimination,ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Exporo Bestand 46 GmbH (EUR),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Consolidation Elimination,ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
productivity subsidiary,ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
Test Entity,ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO Fund (consolidation entity),ACCOUNTS RECEIVABLE : Provision for Bad Debts,2335,
IMMO Fund (consolidation entity),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year : Accounts receivable from Tax Authorities,3500,
IMMO Investment Technologies S.à r.l. (LUX),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year : Accounts receivable from Tax Authorities,3500,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year : Accounts receivable from Tax Authorities,3500,
Capital fund Elimination,OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year : Accounts receivable from Tax Authorities,3500,
IMMO Services Companies (Consolidation entity),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year : Accounts receivable from Tax Authorities,3500,
IMMO Investment Technologies UK Limited (UK),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year : Accounts receivable from Tax Authorities,3500,
INSTA IMMO GmbH (GER),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year : Accounts receivable from Tax Authorities,3500,
Chandos Holdings UG,OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year : Accounts receivable from Tax Authorities,3500,
Arcangel Assets GmbH,OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year : Accounts receivable from Tax Authorities,3500,
